Architecture,Accuracy,Accuracy_TS,AUROC,AUROC_TS,ECE_15,ECE_15_TS,MCE_15,MCE_15_TS,Gamma Correlation,Gamma Correlation_TS,Parameters #,AURC,AURC_TS,Confidence Mean,Confidence Mean_TS,Confidence Median,Confidence Median_TS,Confidence GINI,Confidence GINI_TS,Confidence Variance,Confidence Variance_TS,A-ECE,A-ECE_TS,A-MCE,A-MCE_TS,Parameters # Trainable,ECE_10,ECE_10_TS,MCE_10,MCE_10_TS,ECE_30,ECE_30_TS,MCE_30,MCE_30_TS,ECE_50,ECE_50_TS,MCE_50,MCE_50_TS,input size,Temperature,Coverage_for_Accuracy_95,Coverage_for_Accuracy_95_nonstrict,Coverage_for_Accuracy_95_TS,Coverage_for_Accuracy_95_nonstrict_TS,Coverage_for_Accuracy_99,Coverage_for_Accuracy_99_nonstrict,Coverage_for_Accuracy_99_TS,Coverage_for_Accuracy_99_nonstrict_TS,Coverage_for_Accuracy_98,Coverage_for_Accuracy_98_nonstrict,Coverage_for_Accuracy_98_TS,Coverage_for_Accuracy_98_nonstrict_TS,Coverage_for_Accuracy_97,Coverage_for_Accuracy_97_nonstrict,Coverage_for_Accuracy_97_TS,Coverage_for_Accuracy_97_nonstrict_TS,Coverage_for_Accuracy_96,Coverage_for_Accuracy_96_nonstrict,Coverage_for_Accuracy_96_TS,Coverage_for_Accuracy_96_nonstrict_TS,EAURC,EAURC_TS,hAURC_selective_01,hAURC_climbing_01,hAURC_jumping_01,hAURC_maxcoverage_01,hAURC_selective_hier,hAURC_climbing_hier,hAURC_jumping_hier,hAURC_maxcoverage_hier,Gain_climbing_01,Gain_jumping_01,Gain_maxcoverage_01,Gain_climbing_hier,Gain_jumping_hier,Gain_maxcoverage_hier,hAURC_selective_01_TS,hAURC_climbing_01_TS,hAURC_jumping_01_TS,hAURC_maxcoverage_01_TS,hAURC_selective_hier_TS,hAURC_climbing_hier_TS,hAURC_jumping_hier_TS,hAURC_maxcoverage_hier_TS,Gain_climbing_01_TS,Gain_jumping_01_TS,Gain_maxcoverage_01_TS,Gain_climbing_hier_TS,Gain_jumping_hier_TS,Gain_maxcoverage_hier_TS
beitv2_large_patch16_224.in1k_ft_in22k_in1k,88.388,88.36445,0.8637420655438175,0.8754944326222959,0.0447596348822116,0.0307782087475061,0.1331988275051117,0.9362471103668212,0.7274841310876351,0.7509888652445916,304430568,0.0322,0.02867,0.8394,0.91415,0.90834,0.97805,0.08275,0.06256,0.02403,0.02012,0.0448419041931629,0.0335821844637393,0.0710372328758239,0.1215246319770813,304430568,0.0444814562797546,0.0307570695877075,0.0698430240154266,0.2003509253263473,0.046251680701971,0.0307988859713077,0.1618410497903823,0.9362471103668212,0.0464556142687797,0.0326909162104129,0.9640044569969176,0.2602806389331817,224,0.85135,0.836,0.836,0.84091,0.84091,0.001,0.001,0.00193,0.00193,0.00136,0.00136,0.00216,0.00611,0.0025,0.0025,0.74105,0.74105,0.00278,0.0053,0.80123,0.80123,0.0251831375062465,0.0216189306229352,0.0207269843500875,0.0177357676800677,0.0177778688618132,0.0177744585284182,0.0114436477448491,0.0102470655674718,0.0102759023285521,0.0102747645520646,14.43150928035102,14.22838671782856,14.24484030961694,10.45630033409502,10.20431109322324,10.21425352165898,0.019570850307083,0.0157124245172779,0.0157258018016193,0.0157261221653263,0.0109418485336903,0.0090838376047574,0.0090925175400613,0.0090928939772961,19.71516683875814,19.64681373129738,19.64517678807832,16.98077727188441,16.90144940258308,16.898009058534548
botnet26t_256.c1_in1k,79.258,79.36,0.8466707455259527,0.8619096144117048,0.1574261635541916,0.0292301680892705,0.2057672142982483,0.0851672291755676,0.6933414910519055,0.7238192288234095,12488672,0.06871,0.06118,0.63515,0.82274,0.70849,0.93646,0.1869,0.12884,0.0464,0.04543,0.1574261486530304,0.0301003847271204,0.2111164331436157,0.0817327499389648,12488672,0.1574261486530304,0.0292446315288543,0.2084065079689026,0.0794752240180969,0.1574261784553527,0.0293743647634983,0.2139689326286316,0.0917680263519287,0.1574411690235138,0.0303204543888568,0.2159305810928344,0.1122356057167053,256,0.77789,0.55715,0.55715,0.61001,0.61001,0.00278,0.00278,0.00391,0.0046,0.00282,0.0041,0.01076,0.01076,0.0046,0.0046,0.45832,0.45832,0.44171,0.44171,0.5487,0.5487,0.0455355048179626,0.038246039301157,0.0467184230520668,0.0457194518754258,0.0466966601068153,0.0466013825798406,0.0276301150095058,0.0282655341321349,0.0288397971566417,0.0288191204938615,2.13828102786716,0.04658321884555,0.25052316533836,-2.29973390414941,-4.3781292503477,-4.30329545840348,0.0439195276063711,0.0386575646125659,0.0388550171981306,0.0388388625916558,0.0264195605000305,0.0238019512105553,0.0239154442870887,0.0239142134867655,11.98091892282073,11.53134080500855,11.56812309151116,9.90784570194567,9.478265972437,9.48292464313371
caformer_b36.sail_in1k,85.512,85.49333,0.8546037035033823,0.8633309981106707,0.0661102458834648,0.0369263216853141,0.0892462134361267,0.1589528322219848,0.7092074070067645,0.7266619962213415,98753614,0.04177,0.03855,0.79094,0.89186,0.86143,0.96274,0.08928,0.07111,0.02332,0.02249,0.065141312777996,0.0441184118390083,0.0937796831130981,0.1551483869552612,98753614,0.0659283921122551,0.0369263440370559,0.0875961780548095,0.1462786793708801,0.0665708780288696,0.0429326929152011,0.0902272462844848,0.1620204448699951,0.0667529553174972,0.042503897100687,0.1036595925688743,0.1993482112884521,224,0.85057,0.00146,0.00146,0.00084,0.75887,0.00044,0.00044,0.00076,0.00076,0.00044,0.00044,0.00076,0.00076,0.00044,0.00044,0.00084,0.00084,0.00044,0.00044,0.00084,0.70761,0.0307232551276683,0.0274751335382461,0.0285081825477807,0.0262436411607707,0.0263182835013116,0.0263145408714259,0.0165833465826577,0.0162160050006949,0.0162660057961345,0.0162651370452772,7.9434786248282,7.68165084813361,7.69477911360405,2.21512334758175,1.9136112541669799,1.91884994861818,0.027471883675844,0.0234488540361343,0.0234717854781302,0.0234710254579801,0.0160047391793926,0.0142886507498274,0.0143030561935588,0.0143027014659366,14.6441710629661,14.5606986579923,14.563465196170188,10.72237673060472,10.632369367349009,10.634585758495339
caformer_b36.sail_in1k_384,86.4,86.37556,0.8685797862200436,0.8735094023441029,0.0517921634018421,0.0302603766322135,0.0671295523643493,0.1572778224945068,0.7371595724400871,0.7470188046882057,98753614,0.03649,0.034,0.82402,0.89396,0.89796,0.96577,0.08009,0.06894,0.02269,0.02196,0.051643744111061,0.0447255000472068,0.083790898323059,0.1497746109962463,98753614,0.0517225004732608,0.0302273146808147,0.0898005738854408,0.1429269313812255,0.0535814762115478,0.0442992821335792,0.0898005738854408,0.169634997844696,0.0542866066098213,0.0427099615335464,0.1206208169460296,0.1770021915435791,384,0.88043,0.0001,0.78582,7e-05,0.78694,0.0001,0.0001,7e-05,0.00613,0.0001,0.00738,7e-05,0.01098,0.0001,0.00848,7e-05,0.67974,0.0001,0.74109,7e-05,0.74294,0.0267964042723178,0.0242701135575771,0.0246911972281888,0.0219480176888346,0.0220097607253432,0.0220062985657096,0.0143055386125729,0.0135394455208561,0.0135801350477321,0.0135786676299898,11.109949485245691,10.85988855892467,10.873910396754741,5.35522018753922,5.07078820648713,5.081045896057209,0.0241672042426432,0.0202996470656214,0.0203304153382333,0.0203295944299517,0.0141068522728725,0.0124450863164896,0.0124669376549649,0.0124667134683814,16.003328884014607,15.87601472593943,15.87941151223417,11.77984942522181,11.62495067068291,11.62653987413655
caformer_b36.sail_in22k_ft_in1k,87.434,87.47556,0.8723592390978844,0.8777531343103392,0.041863489896059,0.0241175405681133,0.0614333525300025,0.4549329280853271,0.7447184781957686,0.7555062686206785,98753614,0.03113,0.02889,0.83248,0.89881,0.91115,0.97392,0.0898,0.07281,0.02635,0.02339,0.0418634861707687,0.0300825331360101,0.0670450329780578,0.0966054797172546,98753614,0.0418634675443172,0.0241648200899362,0.0556361079216003,0.0901727676391601,0.0420162416994571,0.0284640118479728,0.4712524712085724,0.4549329280853271,0.042685367166996,0.0294270757585763,0.4712524712085724,0.4549329280853271,224,0.8657,0.00014,0.80948,0.00011,0.80923,0.00014,0.00014,0.00011,0.00011,0.00014,0.00466,0.00011,0.00467,0.00014,0.00506,0.00011,0.71032,0.00014,0.76352,0.00011,0.76514,0.0228794496506452,0.020693814381957,0.0219187912260644,0.018270066590197,0.0183180689995359,0.0183149021856855,0.0122856422564218,0.0107137765527654,0.0107448270622097,0.0107435938361489,16.64655955812275,16.42755838764822,16.44200632785505,12.794330738669702,12.541592552125069,12.551630497516719,0.0212358059849876,0.0167598077285491,0.0167761817774709,0.0167759352480241,0.0119281861093374,0.0097197764471349,0.0097306653073457,0.009730871550164,21.07760006661763,21.00049421561593,21.00165512962541,18.51421198461751,18.42292517779783,18.42119614023513
caformer_b36.sail_in22k_ft_in1k_384,88.054,88.09333,0.8717735043117747,0.8793306475938372,0.0413830280303955,0.0246781092137098,0.064810112118721,0.1090900152921676,0.7435470086235494,0.7586612951876743,98753614,0.02994,0.02733,0.83952,0.90548,0.91349,0.97526,0.08406,0.06756,0.02434,0.02149,0.041022915393114,0.0306253656744956,0.0658406019210815,0.096267282962799,98753614,0.0410577841103076,0.0246874615550041,0.0789609253406524,0.099810242652893,0.0430675037205219,0.0302855744957923,0.0960367023944854,0.1140747666358947,0.0427593886852264,0.0297842230647802,0.1226223111152648,0.1521666049957275,384,0.86589,0.82468,0.82468,0.82745,0.82745,0.00056,0.00056,0.00096,0.00096,0.00056,0.00056,0.00096,0.00096,0.00056,0.00506,0.00107,0.73209,0.7794,0.7794,0.00107,0.784,0.0225054062902927,0.0199450887739658,0.0206234579667134,0.0172209813691413,0.0172644127858912,0.0172632953919207,0.0114760586090581,0.0100307451396403,0.0100628852346973,0.0100632100532754,16.49808971445886,16.287497403411617,16.2929154762309,12.59416249649501,12.314100358858731,12.311269956982871,0.0197452670510495,0.01554258902745,0.0155611964789684,0.0155612277051795,0.0110008937937156,0.0089203315785332,0.0089342810928178,0.0089347686776644,21.284483075026863,21.19024554726757,21.19008740197107,18.912665226992,18.78586176405393,18.78142953467554
caformer_m36.sail_in1k,85.224,85.13111,0.856592186552705,0.865615623702297,0.0575515478849411,0.039212130010128,0.1546604633331298,0.1665370464324951,0.71318437310541,0.7312312474045941,56204878,0.04435,0.04064,0.80485,0.89051,0.87794,0.96389,0.08685,0.07232,0.02345,0.02298,0.0571055524051189,0.045767817646265,0.0850738883018493,0.1553584933280944,56204878,0.0573365427553653,0.0391987860202789,0.0875722169876098,0.1496466398239135,0.0582473762333393,0.0455377697944641,0.1585983783006668,0.1689295172691345,0.0591115765273571,0.0452486462891101,0.6938185095787048,0.1870180964469909,224,0.8643,2e-05,0.75092,2e-05,0.75805,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,0.62647,2e-05,2e-05,2e-05,0.70567,0.0328550077974796,0.028996855020523,0.0289754994105322,0.0266905354137607,0.0267639286954589,0.0267604805607982,0.0169959139940885,0.0166233844752042,0.0166682587206184,0.0166682897709692,7.88584853844112,7.632554261581991,7.64445443493835,2.19187693591464,1.92784732603415,1.9276646330013,0.0280642366954023,0.0243078390736934,0.0243423074496676,0.0243414740959363,0.0165390468939586,0.0150080138649449,0.0150279098684521,0.0150280250490856,13.384998361007769,13.26217878694154,13.26514823784952,9.25708137131464,9.13678421250784,9.13608779611689
caformer_m36.sail_in1k_384,86.166,86.13333,0.8633546389075186,0.8668425931438702,0.0414193570613861,0.0349589847028255,0.0924552083015441,0.148124873638153,0.7267092778150372,0.7336851862877405,56204878,0.03984,0.03818,0.85122,0.89629,0.92407,0.96715,0.07576,0.06771,0.02209,0.02119,0.0473368503153324,0.046461671590805,0.070968210697174,0.1359807252883911,56204878,0.0458397269248962,0.0349589847028255,0.0803598463535308,0.1448238492012024,0.0460373386740684,0.0457114800810813,0.1373910307884216,0.1642335504293441,0.0460668243467807,0.0447869151830673,0.1530389934778213,0.1707554459571838,384,0.91071,4e-05,0.77594,9e-05,0.77405,4e-05,4e-05,9e-05,9e-05,4e-05,4e-05,9e-05,9e-05,4e-05,4e-05,9e-05,9e-05,4e-05,4e-05,9e-05,0.00453,0.0297980681061744,0.0280903130769729,0.02585737426392,0.0225809392270928,0.0226257989499455,0.0226230385599022,0.0150674680820618,0.0139261217371607,0.0139565576124283,0.0139555475047568,12.671182322634088,12.4976932343963,12.50836868046087,7.574904679970131,7.37290740277751,7.379611300645459,0.0255181952514116,0.021370710730215,0.0213973795695372,0.021395202933742,0.0148576020571599,0.0130772586548183,0.0130965210522,0.0130956499875485,16.253047993146062,16.1485388808854,16.157068621228422,11.98271023474893,11.85306349022315,11.858926244173409
caformer_m36.sail_in22k_ft_in1k,86.594,86.61778,0.8690009428061369,0.8770339735881122,0.0568439178168773,0.0283961743116378,0.118314579129219,0.1098552942276001,0.7380018856122738,0.7540679471762244,56204878,0.03561,0.03193,0.8091,0.89452,0.89194,0.97422,0.10058,0.07748,0.02934,0.02546,0.0568438805639743,0.0314199961721897,0.0845114588737487,0.1058183312416076,56204878,0.0568439736962318,0.0284059457480907,0.0715682506561279,0.1773852109909057,0.0568725727498531,0.0292922798544168,0.118314579129219,0.3184882402420044,0.0569077730178833,0.0310555957257747,0.1638554632663726,0.2646421790122986,224,0.84016,0.79432,0.79432,0.79623,0.79623,0.00054,0.005,0.00649,0.00649,0.00054,0.00882,0.59372,0.59372,0.00054,0.68745,0.69398,0.69398,0.75012,0.75012,0.75183,0.75183,0.0261897668242454,0.0225445255637168,0.0241934555959241,0.0206655709286726,0.0207442374905145,0.0207389757760561,0.0135782123668455,0.0121567883691029,0.0122099401957286,0.0122083318401398,14.581979218569499,14.256822849194881,14.27857135237006,10.46841778092478,10.07696841196717,10.0888135322626,0.0232075555464666,0.0185537581288979,0.0185746281674338,0.0185730223355193,0.0130972316106326,0.0108374080533387,0.0108507596258243,0.0108502846503669,20.05294098402884,19.96301320816259,19.96993264399572,17.25420779349493,17.15226584971217,17.15589238294859
caformer_m36.sail_in22k_ft_in1k_384,87.46,87.46445,0.8670177335111681,0.8764702811409422,0.0570384971797466,0.0283605679869651,0.1143539994955062,0.1288573145866394,0.7340354670223362,0.7529405622818843,56204878,0.03342,0.0297,0.81756,0.90297,0.895,0.97648,0.09367,0.07122,0.02703,0.02313,0.057038526982069,0.0316741578280925,0.0802368521690368,0.1183323860168457,56204878,0.057038526982069,0.0283302199095487,0.0990512818098068,0.1224535107612609,0.0570396035909652,0.0284339599311351,0.1320707350969314,0.1505731046199798,0.0572777017951011,0.0315130315721035,0.186745747923851,0.164307564496994,384,0.83721,0.8129,0.8129,0.81423,0.81423,0.00064,0.00064,0.00053,0.00456,0.00064,0.00576,0.00053,0.62148,0.00064,0.70907,0.00053,0.71641,0.7714,0.7714,0.00104,0.77487,0.0252068080008029,0.0214917920529842,0.0224473589765355,0.0190766122481635,0.0191342391470483,0.0191299436793139,0.012524492899594,0.0111437533068368,0.0111824520538518,0.0111807120530606,15.01622855452843,14.759508381144071,14.7786441188441,11.02431534614779,10.71533080421709,10.729223588581121,0.0214014951674331,0.0170585030620675,0.0170739215982007,0.017073319834343,0.0119634699410678,0.0098502390634068,0.0098604851982192,0.0098604679536414,20.292937812935623,20.22089361222622,20.22370539641715,17.6640296508521,17.578384475473673,17.57852861908626
caformer_s18.sail_in1k,83.664,83.66,0.8582138035140422,0.865835702368489,0.0700509995222091,0.033059936016798,0.095897376537323,0.1196774840354919,0.7164276070280844,0.7316714047369779,26341656,0.04861,0.04474,0.76674,0.86966,0.84999,0.95834,0.11104,0.08952,0.03013,0.02927,0.0698950663208961,0.0383322872221469,0.1025527119636535,0.1181021928787231,26341656,0.0699500143527984,0.0330774448812007,0.0938522815704345,0.116405963897705,0.0710344314575195,0.0384840480983257,0.0988772511482238,0.1307608485221862,0.071113035082817,0.0386345498263835,0.1293268203735351,0.150518536567688,224,0.84829,0.0001,0.0001,0.00011,0.71623,0.0001,0.0001,0.00011,0.00011,0.0001,0.0001,0.00011,0.00011,0.0001,0.0001,0.00011,0.00011,0.0001,0.0001,0.00011,0.00011,0.0344744808971881,0.0306006781756877,0.0327218365278341,0.0301111448530162,0.0302629142097438,0.0302554862592424,0.0189334690353159,0.0182321418341657,0.0183333088978744,0.0183319846285069,7.97843871812371,7.51462197422396,7.53732226030089,3.70416641473363,3.1698371614942005,3.17683149182548,0.0316901703446439,0.0273682237630534,0.0274290641617889,0.0274265988083795,0.01841293125106,0.016424616448238,0.0164659280404217,0.0164653796100135,13.63812985095204,13.446144771434309,13.45392432384012,10.79846970431453,10.57410785980212,10.577086366595639
caformer_s18.sail_in1k_384,85.03,84.86,0.8648685162869547,0.8692289753309468,0.0417978353798389,0.0400728434324264,0.0667177736759185,0.1365652680397033,0.7297370325739094,0.7384579506618936,26341656,0.04244,0.04071,0.82362,0.88865,0.90666,0.97114,0.09261,0.07886,0.02761,0.02602,0.0422142371535301,0.0450043305754661,0.0675659775733947,0.1342610120773315,26341656,0.0389157235622406,0.0400903709232807,0.1656441688537597,0.9021195769309998,0.0424061380326747,0.0423757396638393,0.195220947265625,0.9021195769309998,0.0434164702892303,0.0402193404734134,0.9279569387435912,0.9021195769309998,384,0.87337,2e-05,0.75186,4e-05,0.74547,2e-05,2e-05,4e-05,4e-05,2e-05,2e-05,4e-05,4e-05,2e-05,0.0041,4e-05,0.6397,2e-05,0.70661,4e-05,0.70312,0.030634231865406,0.0286201909184455,0.0284059957041369,0.0249452343651999,0.0250081843814601,0.0250050754592169,0.0165304845763576,0.0151905394184107,0.0152316461499387,0.0152308934212266,12.18320728828712,11.96159908656871,11.97254368529181,8.10590368211824,7.85723141036397,7.8617849895924,0.0282627877687295,0.023665650111601,0.0236882589321984,0.0236875436698383,0.0164862852888162,0.014300444433619,0.0143148649929393,0.0143150690892852,16.2656907547344,16.18569574227373,16.18822649884983,13.25854076224183,13.17107072840644,13.16983275185655
caformer_s18.sail_in22k_ft_in1k,84.09,84.13556,0.8679163109711774,0.8731944773962309,0.0711336657404899,0.0212841499596834,0.103352278470993,0.0615357756614685,0.7358326219423549,0.7463889547924618,26341656,0.04144,0.03918,0.76977,0.86247,0.86683,0.9637,0.13594,0.10334,0.04115,0.03498,0.0711336955428123,0.022676333785057,0.0883395671844482,0.0597710013389587,26341656,0.0711336657404899,0.0212049689143896,0.0918597877025604,0.0771158561110496,0.0711356997489929,0.0214621778577566,0.1237894520163536,0.0870823413133621,0.0711482539772987,0.0222479999065399,0.1275792419910431,0.1141452938318252,224,0.82683,0.71893,0.71893,0.72487,0.72487,0.02104,0.02104,0.05698,0.05698,0.49245,0.49245,0.52861,0.52861,0.61499,0.61499,0.62539,0.62539,0.67279,0.67279,0.67565,0.67565,0.0280516482889652,0.0258702151477336,0.0303275128417834,0.0260646375317219,0.0262996491117123,0.0262815051103475,0.0172360305498361,0.0154100356074959,0.0155575797268802,0.0155544351061282,14.05613223972776,13.28122009570716,13.341046964660661,10.594057239922899,9.73803578557628,9.75628024588241,0.0295095706470517,0.0237255875273503,0.0238049485707241,0.0238019519147566,0.0169423082198888,0.013962239884486,0.0140145690582034,0.0140150834015291,19.60036351894269,19.33143028259392,19.341585143887368,17.58950608574391,17.28063923573607,17.27760338419192
caformer_s18.sail_in22k_ft_in1k_384,85.406,85.38445,0.8693409477807027,0.876415636918854,0.0711199194192886,0.0226041581481695,0.1250232905149459,0.0786918848752975,0.7386818955614054,0.7528312738377082,26341656,0.03718,0.03464,0.78294,0.87605,0.87403,0.96924,0.12492,0.09339,0.03722,0.03113,0.0711198821663856,0.0233609676361084,0.0907899737358093,0.0683544278144836,26341656,0.0711198523640632,0.0226483661681413,0.105473943054676,0.1519244909286499,0.0711218193173408,0.0228783003985881,0.1338744014501571,0.3137713670730591,0.0711299031972885,0.0239357873797416,0.3462134301662445,0.4303496479988098,384,0.82292,0.7547,0.7547,0.75894,0.75894,0.01368,0.01368,0.0732,0.0732,0.52695,0.52695,0.56861,0.56861,0.65111,0.65111,0.65834,0.65834,0.71163,0.71163,0.71647,0.71647,0.0259675607085227,0.0233940109610557,0.0269348184265708,0.0229225216797342,0.0230839819476357,0.0230639724448672,0.0151584575380949,0.0134622105958188,0.0135651699635544,0.0135548910649649,14.89632000963644,14.296871870264011,14.37116048231857,11.19010254185309,10.51088193199334,10.57869159246625,0.0261037324800259,0.020691742434099,0.0207401556405704,0.0207349333398819,0.0148899687864761,0.0121174424705863,0.0121457022177521,0.0121433353010186,20.73262913672594,20.547164446921958,20.56717040083075,18.620094881649248,18.43030437522809,18.446200424222152
caformer_s36.sail_in1k,84.5,84.48889,0.8606466669211682,0.8668147174839362,0.0560779236257076,0.0384988561272621,0.0804106593132019,0.1390653252601623,0.7212933338423363,0.7336294349678725,39297102,0.04447,0.0415,0.79509,0.88339,0.87304,0.96201,0.09426,0.0778,0.02555,0.02472,0.0557706542313098,0.0460006184875965,0.0858227014541626,0.1279325485229492,39297102,0.0557336024940013,0.0384988971054554,0.0744459629058837,0.1330429315567016,0.057070180773735,0.045949961990118,0.0829589962959289,0.1606668829917907,0.0586895793676376,0.0449918061494827,0.1119419932365417,0.181730031967163,224,1.5,4e-05,0.73019,0.00013,0.73585,4e-05,4e-05,0.00013,0.00013,4e-05,4e-05,0.00013,0.00013,4e-05,4e-05,0.00013,0.00584,4e-05,0.00478,0.00013,0.68365,0.0317835621535778,0.0287943705916404,0.0302644221898251,0.0276235460365085,0.027724032603529,0.0277235127026109,0.0176027160988791,0.0169232934274265,0.0169871356862541,0.0169893871762643,8.7260088322599,8.39398013404077,8.39569799574236,3.8597604349021903,3.49707629872123,3.48428571573642,0.0294838509378761,0.0252387532129883,0.0252835053458809,0.0252838143151666,0.0171707744546094,0.0152543309869293,0.0152824047580713,0.0152832929624223,14.398043640338809,14.246258403780299,14.245210476606879,11.16107763657451,10.997580228719011,10.99240746057565
caformer_s36.sail_in1k_384,85.75,85.85778,0.8660132944606413,0.8706154946530232,0.0456164851784706,0.0345583967864513,0.0751418471336364,0.1361541152000427,0.7320265889212828,0.7412309893060465,39297102,0.03984,0.03731,0.8384,0.88573,0.9145,0.96082,0.08072,0.07262,0.02332,0.02268,0.0470667332410812,0.0442758798599243,0.0707661509513855,0.1365917325019836,39297102,0.0470883399248123,0.0272323153913021,0.0832156911492347,0.121578574180603,0.0476947911083698,0.034558355808258,0.0875869393348693,0.1574718952178955,0.0478213280439376,0.0446935631334781,0.1374375820159912,0.2010569721460342,384,0.91427,0.0006,0.77064,0.00302,0.77401,0.0004,0.0004,0.00091,0.00091,0.0004,0.0004,0.00091,0.00091,0.0004,0.0004,0.00122,0.00122,0.0004,0.72361,0.00136,0.72749,0.0291629284620285,0.0268020741641521,0.026525368912169,0.023318307090965,0.0233703883337648,0.0233669165873201,0.0153936422713433,0.0142747509051256,0.0143076023065711,0.0143068612647827,12.09054558985855,11.8942005626802,11.9072889629064,7.268529088146019,7.0551201959136405,7.05993414296604,0.0257099285586684,0.0215909925689603,0.0216196038388847,0.0216173930999609,0.014925475030656,0.0130785073276027,0.0130965239491832,0.01309565352395,16.02079904776472,15.909514141394471,15.91811291645045,12.37459912840081,12.25388858790871,12.25972039715723
caformer_s36.sail_in22k_ft_in1k,85.774,85.79333,0.869876927303043,0.8758468458368972,0.0606363862752914,0.026895347982645,0.084091730415821,0.0957966446876525,0.7397538546060861,0.7516936916737944,39297102,0.03634,0.03369,0.7971,0.88471,0.88739,0.97275,0.11302,0.08631,0.03347,0.02857,0.0606364198029041,0.0289648734033107,0.0778900980949401,0.0818296074867248,39297102,0.060636430978775,0.0268832817673683,0.090791530907154,0.0810758471488952,0.060638353228569,0.0270260851830244,0.100781925022602,0.119346022605896,0.0608196333050727,0.0293210968375206,0.2027832716703415,0.1235707402229309,224,0.83151,0.76454,0.76454,0.76765,0.76765,0.00094,0.00094,0.00089,0.00089,0.00094,0.54693,0.00089,0.56988,0.65877,0.65877,0.66114,0.66114,0.71967,0.71967,0.72141,0.72141,0.0256995037198066,0.0230807997286319,0.0259968039367376,0.0221506900486195,0.0222609892001593,0.0222540483125889,0.0145854574193049,0.0130298778416633,0.0130972423711351,0.0130961461635494,14.794564352900899,14.370284692184871,14.39698369559804,10.66527797463953,10.20341704333547,10.21093280066959,0.025223964883821,0.0200407630428635,0.020070398608012,0.0200661809747381,0.0143149862690795,0.0117188408534633,0.0117366903983509,0.0117349747623361,20.54871969902721,20.43122998127286,20.447950720035752,18.135856834343798,18.011165517481352,18.02315041207057
caformer_s36.sail_in22k_ft_in1k_384,86.85,86.89333,0.8707186718939827,0.8786591767478987,0.0603037774562835,0.0211801808327436,0.0906374007463455,0.0754124522209167,0.7414373437879653,0.7573183534957976,39297102,0.03354,0.03032,0.8082,0.89011,0.89209,0.97167,0.1033,0.08019,0.03012,0.02611,0.0603037402033805,0.0261513125151395,0.0790458917617797,0.0752457976341247,39297102,0.0603037513792514,0.0211767796427011,0.0702231526374816,0.0818704962730407,0.0603091195225715,0.0251172091811895,0.1371556967496872,0.0909857153892517,0.0603380501270294,0.0249306373298168,0.2615231275558471,0.1048588752746582,384,0.84615,0.79246,0.79246,0.79752,0.79752,0.00174,0.00536,0.002,0.02138,0.09286,0.09286,0.60728,0.60728,0.69221,0.69221,0.70063,0.70063,0.75014,0.75014,0.75252,0.75252,0.0244858637452125,0.0213250946253538,0.0234110741391917,0.0198158601055756,0.0199072570149317,0.0199011449293509,0.013003413506906,0.0115303457613527,0.0115936734695369,0.0115914107452339,15.356894827809,14.966494503532079,14.99260217182821,11.328315790088011,10.841307450696599,10.85870845314664,0.0224089059689042,0.0178121935994008,0.0178429816037991,0.0178425770856187,0.0124871051559666,0.0102380106518002,0.0102587667358595,0.0102592118351341,20.51288169035162,20.37548986747072,20.37729503449219,18.01133630312863,17.84511616002796,17.841551688767492
cait_m36_384.fb_dist_in1k,86.062,86.04667,0.8636509549311323,0.87013844768821,0.0350505746901035,0.0346665866672992,0.0767955780029296,0.1467267274856567,0.7273019098622646,0.74027689537642,271221352,0.03775,0.0356,0.85224,0.89496,0.92404,0.96502,0.08104,0.07087,0.02466,0.02303,0.0362073183059692,0.041634265333414,0.0719832777976989,0.1438750624656677,271221352,0.0364751480519771,0.0344964377582073,0.0784660875797271,0.1347335577011108,0.0367686711251735,0.0417770817875862,0.0876127481460571,0.1546946167945861,0.0369449518620967,0.0398107133805751,0.1048911809921264,0.1788457036018371,384,0.91431,0.00024,0.77032,0.00027,0.77512,0.00024,0.00024,0.00027,0.00027,0.00024,0.00024,0.00027,0.00027,0.00024,0.00024,0.00027,0.00489,0.00024,0.00414,0.00027,0.72703,0.0275544747710227,0.0253782831132411,0.0260685654841109,0.0227068449421302,0.0227432538320199,0.0227408411820308,0.0144382573411822,0.0131852955579251,0.0132055920934868,0.0132056193036412,12.89568673822793,12.75602086397063,12.765275880287518,8.6780679527245,8.537493262288761,8.53730480357308,0.0253263967146249,0.0213434670954638,0.0213621378676454,0.021360897491014,0.0140002617759607,0.0122667171578123,0.0122767449588118,0.0122763823852206,15.72639670791039,15.65267610567867,15.65757367024497,12.38223003176221,12.31060422104577,12.31319398398702
